,0,1,2,3,4
0,Area and production of potato by type 2010-11,,,,
1,(Area in acre & production in metric ton),,,,
2,Upazila/city corporation,Potato Area,Potato Production,Sweet potato Area,Sweet potato Production
3,Agailjhara,311,3321,18.9,720.198
4,Babuganj,61,454,54,116.34
5,Bakerganj,63,189,41,41
6,Banaripara,85,710.8,18,115.1
7,Barisal city corporation,4,19,8,22
8,Barisal sadar,30,117,217,590
9,Gaurnadi,80,600,27.7,55.4
10,Hizla,0,0,200,560
11,Mehendiganj,143,543,277,692
12,Muladi,13.6,32,640,256
13,Wazirpur,566,5507.9,0,0
14,Total,1356.6,11493.7,1501.6,3168.038
