,0,1,2,3,4
0,Number of tailoring shop and person engaged 2011,,,,
1,,,,,
2,Upazila/city corporation,Number of unit,Person engaged Family,Person engaged Hired,Person engaged Total
3,Agailjhara,131,131,63,194
4,Babuganj,114,243,64,307
5,Bakerganj,412,618,415,1033
6,Banaripara,130,4,8,12
7,Barisal city corporation,242,279,821,1100
8,Barisal sadar,122,130,65,195
9,Gaurnadi,264,452,440,892
10,Hizla,126,132,82,214
11,Mehendiganj,234,234,476,710
12,Muladi,230,250,650,900
13,Wazirpur,497,275,717,92
14,Total,2502,2748,3801,5649
