,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,,,,,,
2, Upazila/city corporation, Name of land/river port, Name of important or historical/tourist places/objects,Name of important /famous crop or food production,Customer care service providers name of cell phone operators,Distance between district head quarter & upazila by road (km)
3,Agailjhara ,Pathar hat,Goula monsha mondir,Dodi and misti,-,46
4,Babuganj, - ,Dorga shagur,Peddy,Grameen,18
5,Bakerganj ,Neamoti ,Bara auliar dorbar,Peddy,Grameen,22
6,Banaripara ,Banaripara ,Chakher,Peddy,Grameen,27
7,Barisal city corporation,River port ,Mea Bari,Peddy,Bangla link,-
8,Barisal sadar,River port,Bozroymohon college,Peddy,Grameen,-
9,Gaurnadi,Gaurnadi,Dod Komarar Majar,Peddy and pan,"Grameen, Banglalink",38
10,Hizla,-,-,Peddy,-,44
11,Mehendiganj ,Pathar hat,Olanea,Sopari and Peddy,Grameen,40
12,Muladi,-,-,Peddy,-,38
13,Wazirpur,-,Gotea mosque,-,Grameen,25
