,0,1,2,3,4
0,"Number of registered rickshaw, van, easy-bike and auto-rickshaw 2011",,,,
1,,,,,
2,Upazila/city corporation,Rickshaw,Van,Easy-bike and auto-rickshaw,Tempo
3,Agailjhara,81,352,16,16
4,Babuganj,13,23,47,37
5,Bakerganj,120,60,85,10
6,Banaripara,392,35,20,63
7,Barisal city corporation,10821,3000,1290,105
8,Barisal sadar,623,452,121,53
9,Gaurnadi,650,780,185,35
10,Hizla,60,25,16,68
11,Mehendiganj,800,185,20,50
12,Muladi,125,56,12,14
13,Wazirpur,122,65,75,22
14,Total,13807,5033,1887,473
