,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,,,,,,
2,Upazila/city corporation,Total farm holding Number,Total farm holding Cropped area,Spraying farm holding Number,Spraying farm holding Cropped area,Reporting area sprayed
3,Agailjhara,31808,27787,25630,25317,24700
4,Babuganj,22050,12926,7605,12926,7970
5,Bakerganj,50361,41412,26243,31572,2062
6,Banaripara,23905,6300,21051,1670,10300
7,Barisal city corporation,5064,10988,1289,2694,1548
8,Barisal sadar,35451,77115,902,18931,10842
9,Gaurnadi,26459,26509,6516,11630,4210
10,Hizla,21463,38656,21463,38656,19570
11,Mehendiganj,42029,77600,27600,44188,35350
12,Muladi,29192,37800,29192,37800,20500
13,Wazirpur,33000,33700,30000,26290,2198
14,Total,320782,390793,197491,251674,139250
