,0,1,2,3,4,5,6,7,8
0,"Number of madrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,Lakshmipur,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of madrasah,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Kamalnagar,14,172,2,174,4938,7408,12346,70
5,Lakshmipur Sadar,57,824,75,899,14747,20383,35130,39
6,Ramganj,27,317,18,335,5600,7848,13448,40
7,Ramgati,14,196,15,211,4347,4746,9093,43
8,Roypur,20,250,28,278,4747,5796,10543,37
9,Total,132,1759,138,1897,34379,46181,80560,42
