,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,Lakshmipur,,,,,,,,,
2,,,,,,,,,,
3, Upazila,Small scale and cottage industry - Weaving/ Handloom, Small scale and cottage industry - Handy,Small scale and cottage industry - Husking crafts mill,Small scale and cottage industry - Goor processing,Small scale and cottage industry - Biri Factory,Small scale and cottage industry - Salt processing,Small scale and cottage industry - Dry fish proces- sing,Small scale and cottage industry -  Pottery,Small scale and cottage industry -  Others
4,Kamalnagar,0,28,415,0,0,0,0,0,0
5,Lakshmipur,0,0,3245,0,0,0,0,32,0
6,Ramganj,0,120,85,0,0,0,0,43,0
7,Ramgati,0,0,378,0,0,0,0,0,0
8,Roypur,0,0,423,0,0,0,0,0,0
9,Total,0,148,4546,0,0,0,0,75,0
