,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Primary school,Primary school,Primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Govt.,Non- govt.,Total,Govt.,Non- govt.,Total,Govt.,Non- govt.,Total,Students per teacher
4,Bholahat,0,0,0,0,0,0,0,0,0,0
5,Chapai Nawabganj Sadar,41,6,47,280,25,305,5526,6926,12452,41
6,Gomastapur,7,5,12,55,16,71,2301,1248,3549,50
7,Nachole,3,4,7,30,18,48,1221,680,1901,39
8,Shibganj,8,6,14,71,24,95,2397,1103,3500,37
9,Total,59,21,80,436,83,519,11445,9957,21402,41
