,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,(Capacity in metric ton),,,,,,,,
2,Upazila,Food godown,Food godown,Fertilizer godown,Fertilizer godown,Jute godown,Jute godown,Other godown,Other godown
3,Upazila,Number,Capacity,Number,Capacity,Number,Capacity,Number,Capacity
4,Bholahat,2,750,0,0,0,0,0,0
5,Chapai Nawabganj Sadar,12,7700,0,0,0,0,0,0
6,Gomastapur,11,6200,1,4000,0,0,0,0
7,Nachole,3,1000,0,0,0,0,0,0
8,Shibganj,1,1000,0,0,0,0,0,0
9,Total,29,16650,1,4000,0,0,0,0
