,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
3, Upazila,Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
4,Bhedarganj,0,0,20,0,0,0,0,62,0
5,Damudya,0,10,500,0,1,0,0,40,0
6,Gosairhat,0,105,95,40,0,0,0,35,55
7,Naria,20,0,60,0,3,0,0,40,0
8,Shariatpur Sadar,0,0,360,20,0,0,0,0,0
9,Zanjira,0,0,71,0,0,0,0,0,34
10,Total,20,115,1106,60,4,0,0,177,89
