,0,1,2,3,4,5,6,7,8
0,"Number of Non-government secondary school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Basail,24,171,46,217,3910,4573,8483,39
4,Bhuapur,28,259,59,318,6360,5580,11940,38
5,Delduar,26,199,66,265,6091,6763,12854,48
6,Dhanbari,30,244,77,321,7634,7452,15086,47
7,Ghatail,59,581,67,648,12324,11376,23700,36
8,Gopalpur,43,369,99,468,6691,7043,13734,34
9,Kalihati,53,445,67,512,12117,11432,23549,46
10,Madhupur,29,274,52,326,7743,7350,15093,46
11,Mirzapur,53,470,101,571,12673,13872,26545,46
12,Nagarpur,40,359,45,404,7585,6971,14556,36
13,Sakhipur,48,448,73,521,7799,7617,15416,36
14,Tangail Sadar,45,311,100,411,13240,13095,26335,64
15,Total,478,4130,852,4982,104167,103124,207291,40
