,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,(Rate in Taka),,,,,
2, Upazila,Vehicle - Rickshaw,Vehicle - Rickshaw van,Vehicle - Easy bike,Vehicle - Auto rickshaw,Vehicle - Tempo
3,Basail,10,60,30,35,40
4,Bhuapur,10,60,22,32,35
5,Delduar,15,50,25,35,45
6,Dhanbari,10,50,25,35,40
7,Ghatail,10,45,25,35,35
8,Gopalpur,10,50,25,40,45
9,Kalihati,10,40,25,35,40
10,Madhupur,10,50,25,35,50
11,Mirzapur,15,50,25,40,40
12,Nagarpur,15,50,25,35,45
13,Sakhipur,10,45,25,30,35
14,Tangail Sadar,10,50,25,40,35
