,0,1,2,3,4,5,6,7,8
0,"Number of madrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Begumganj,37,517,44,561,9078,10338,22416,40
4,Chatkhil,19,201,12,213,1835,2584,4419,21
5,Companiganj,16,216,8,224,4128,4772,8300,37
6,Hatiya,17,247,8,255,3658,3942,7600,30
7,Kabirhat,7,79,16,95,1938,1466,3404,36
8,Noakhali Sadar,28,324,12,336,3006,4340,7346,22
9,Senbagh,20,276,11,287,6690,5473,12163,42
10,Sonaimuri,19,257,22,279,3425,6700,10125,36
11,Subarnachar,19,171,7,178,3558,3047,6605,37
12,Total,182,2288,140,2428,37316,42662,82378,34
