,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,Joypurhat,,,,,,,,,,
2,,,,,,,,,,,
3, Upazila,Primary school - Govt,Primary school - Non- govt,Primary school - Total,Number of teacher - Govt,Number of teacher - Non- govt,Number of teacher - Total,Number of student - Govt,Number of student - Non- govt,Number of student - Total,Students per teacher
4,Akkelpur,9,4,13,47,17,64,1876,665,2541,40
5,Joypurhat sadar,8,4,12,61,16,77,2054,655,2709,35
6,Kalai,2,2,4,10,8,18,465,320,785,44
7,Khetlal,3,3,6,22,11,33,864,461,1325,40
8,Panchbibi,3,2,5,15,8,23,658,300,958,42
9,Total,25,15,40,155,60,215,5917,2401,8318,39
