,0,1,2,3,4,5,6
0,"Area, population and density by municipality 2011",,,,,,
1,Joypurhat,,,,,,
2,,,,,,,
3, Upazila,Name of municipality,Area (In sq. km.),Population census-2011 - Male,Population census-2011 - Female,Population census-2011 - Total,Density per sq.km.
4,Akkelpur,Akkelpur,17.30,12129,12098,24227,888
5,Joypurhat sadar,Joypurhat,18.45,35278,33755,69033,1221
6,Kalai,Kalai,13.11,8173,8291,16464,861
7,Khetlal,Khetlal,0,0,0,0,0
8,Panchbibi,Panchbibi,9.62,11283,11192,22475,75
9,Total,,58.48,66863,65336,132199,2261
