,0,1,2,3,4
0,Number of establishment and person engaged in cottage industry 2011,,,,
1,,,,,
2, Upazila, Number of unit,Person engaged,Person engaged,Person engaged
3, Upazila, Number of unit,Family,Hired,Total
4,Bhaluka,-,-,-,-
5,Bhaluka,471,860,250,1110
6,Dhobaura,285,455,130,585
7,Fulbaria,774,774,1378,2153
8,Gaffargaon,388,388,45,433
9,Gauripur,250,250,80,330
10,Haluaghat,995,1465,1250,2715
11,Ishwargonj,1582,855,792,1647
12,Muktagacha,1137,870,749,1619
13,Mymensingh Sadar,4720,9440,4700,14140
14,Nandail,318,293,25,318
15,Phulpur,1569,1000,600,1600
16,Trishal,240,240,30,270
17,Total,12729,16890,10029,26920
