,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,,,,,,
2,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
3, Upazila,Vehicle,Vehicle,Vehicle,Vehicle,Vehicle
4, Upazila,Rickshaw,Rickshaw van,Easy bike,Auto rickshaw,Tempo
5,Bhaluka,11,15,19,18,22
6,Dhobaura,10,10,0,3,2.5
7,Fulbaria,6,6,8,8,5
8,Gaffargaon,20,10,10,5,4
9,Gauripur,10,10,15,15,15
10,Phulpur,10,8,7,5,4
11,Haluaghat,10,0,5,5,2
12,Ishwargonj,12,10,5,5,4
13,Muktagacha,7,5,5,10,5
14,Nandail,10,10,5,5,5
15,Mymensingh Sadar,10,15,5,5,3
16,Trishal,6,2,5,5,3
17,Average,10,8,7,7,6
