,0,1,2,3,4,5,6,7,8
0,Number of ebtedayee madrasah 2011,,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bhola Sadar,88,219,45,264,9325,3875,13200,50
4,Burhanuddin,14,58,0,58,920,872,1792,31
5,Char Fasson,118,452,20,472,6939,7221,14160,30
6,Daulatkhan,10,30,10,40,830,1020,1850,46
7,Lalmohan,4,16,0,16,290,222,512,32
8,Manpura,6,21,3,24,388,671,1067,44
9,Tazumuddin,20,80,0,80,503,535,855,11
10,Total,260,876,78,954,19195,14233,33436,35
