,0,1,2,3,4
0,"Number of registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,
1,Comilla,,,,
2,,,,,
3,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo
4,Adarsha Sadar,11500,1312,350,650
5,Barura,950,30,0,0
6,Brahmanpara,300,250,850,0
7,Burichang,210,80,2010,20
8,Chandina,335,42,40,15
9,Chauddagram,560,25,0,0
10,Comilla Sadar Dakshin,1510,227,284,47
11,Daudkandi,925,25,205,0
12,Debidwar,150,110,210,15
13,Homna,632,0,0,0
14,Laksam,700,29,65,45
15,Monoharganj,212,17,98,31
16,Meghna,207,0,0,31
17,Muradnagar,135,0,75,0
18,Nangalkot,760,35,512,110
19,Titas,0,0,0,0
20,Total,19086,2182,4699,964
