,0,1,2,3,4
0,Number of flour mill and person engaged 2011,,,,
1,Comilla,,,,
2,,,,,
3,Upazila,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
4,Adarsha Sadar,7,14,870,884
5,Barura,0,0,0,0
6,Brahmanpara,28,40,20,60
7,Burichang,4,4,400,44
8,Chandina,0,0,0,0
9,Chauddagram,0,0,0,0
10,Comilla Sadar Dakshin,2,6,8,14
11,Daudkandi,0,0,0,0
12,Debidwar,20,25,52,77
13,Homna,35,35,35,70
14,Laksam,5,5,82,87
15,Monoharganj,0,0,0,0
16,Meghna,29,29,0,29
17,Muradnagar,2,5,20,25
18,Nangalkot,45,75,32,107
19,Titas,0,0,0,0
20,Total,177,238,1519,1397
