,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,,,,,,,,
2,Upazila,Current fallow,Temporary cropped area - Single,Temporary cropped area - Double,Temporary cropped area - Triple,Temporary cropped area - Net,Temporary cropped area - Gross,Productivity of crop
3,Adarsha Sadar,242,600,7737,5548,13885,29453,212
4,Barura,300,700,12300,17488,30488,80324,263
5,Brahmanpara,3,6979,10717,3110,20806,31182,150
6,Burichang,127,1852,7589,13956,23397,51591,221
7,Chandina,144,3087,8240,13265,24592,49940,203
8,Chauddagram,353,3235,23925,11094,38254,72947,191
9,Comilla Sadar Dakshin,300,465,25201,7230,32896,68097,207
10,Daudkandi,112,17869,9325,4009,31203,45667,146
11,Debidwar,137,3460,10591,17500,31551,55070,175
12,Homna,69,5600,12104,2800,20504,29880,146
13,Laksam,218,7990,8379,3746,20115,37104,184
14,Monoharganj,121,16980,7650,1020,25650,29837,116
15,Meghna,112,2275,11115,390,13780,22977,167
16,Muradnagar,112,6250,31526,6590,44366,60194,136
17,Nangalkot,149,6980,22501,3020,32501,60973,188
18,Titas,94,9320,11476,648,21444,25692,120
19,Total,2592,93642,220376,121414,425431,750928,177
