,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,Comilla,,,,,
2,,,,,,
3,Upazila,UREA,TSP,MP,DAP,Others
4,Adarsha Sadar,4200,3200,2175,165,738
5,Barura,11120,7200,6045,100,1650
6,Brahmanpara,3900,850,800,200,400
7,Burichang,5700,1200,1200,160,315
8,Chandina,5700,4350,3400,90,1820
9,Chauddagram,6780,1110,820,350,184
10,Comilla Sadar Dakshin,7164,1382,1170,75,0
11,Daudkandi,6960,1065,1110,110,0
12,Debidwar,4500,1000,900,400,700
13,Homna,2577,1327,1134,40,1257
14,Laksam,5165,830,668,40,216
15,Monoharganj,2870,1900,500,10,150
16,Meghna,2100,418,320,30,37
17,Muradnagar,7900,872,840,132,115
18,Nangalkot,61.1,947,700,40,50
19,Titas,3100,550,600,560,214
20,Total,79797,28201,22382,2502,7846
