,0,1,2,3,4,5
0,"Number of ward, mahalla and household by municipality 2011",,,,,
1,Naogaon,,,,,
2,,,,,,
3,Upazila,Name of municipality,Total ward,Total mahalla,Total holding,Total household
4,Atrai,-,-,-,-,-
5,Badalgachhi,-,-,-,-,-
6,Dhamoirhat,Dhamoirhat,9,15,3137,3852
7,Manda,-,-,-,-,-
8,Mahadebpur,-,-,-,-,-
9,Naogaon sadar,Naogaon,9,62,33251,35923
10,Niamatpur,-,-,-,-,-
11,Patnitala,Nozipur,9,15,4434,5315
12,Porsha,-,-,-,-,-
13,Raninagar,-,-,-,-,-
14,Sapahar,-,-,-,-,-
15,Total,-,27,92,40822,45090
