,0,1,2,3,4
0,"Area of high, medium and low land 2008",,,,
1,Naogaon,,,,
2,,,,,
3,Upazila,High land,Medium land,Low land,Total land
4,Atrai,6175,47680,4940,58795
5,Badalgachhi,1015,38429,211,39655
6,Dhamoirhat,14501,47262,1864,63627
7,Manda,48900,14855,9162,72917
8,Mahadebpur,18103,42998,10899,72000
9,Naogaon sadar,10408,26186,15449,52043
10,Niamatpur,80645,914,568,82127
11,Patnitala,15581,49562,9330,74473
12,Porsha,45171,6380,2099,53650
13,Raninagar,27355,29010,4915,61280
14,Sapahar,12800,31000,7733,51533
15,Total,280654,334276,67170,682100
