,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,Naogaon,,,,,
2,,,,,,
3, Upazila,Number of handloom,Person engaged - Family member,Person engaged - Regular,Person engaged - Hired /Casual, Total
4,Atrai,15,30,0,0,30
5,Badalgachhi,7,28,8,0,36
6,Dhamoirhat,0,0,0,0,0
7,Manda,0,0,0,0,0
8,Mahadebpur,7,14,0,0,14
9,Naogaon sadar,63,126,0,17,143
10,Niamatpur,0,0,0,0,0
11,Patnitala,0,0,0,0,0
12,Porsha,0,0,0,0,0
13,Raninagar,318,650,45,125,820
14,Sapahar,0,0,0,0,0
15,Total,410,848,53,142,1043
