,0,1,2,3,4
0,"Number of branch of specialized (Krishi, Co-operative etc) bank 2011",,,,
1,Naogaon,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Atrai,4,24,8241,175
5,Badalgachhi,2,21,5790,318
6,Dhamoirhat,3,28,2838,167
7,Manda,4,31,25921,334
8,Mahadebpur,3,21,14582,576
9,Naogaon sadar,6,67,10150,1033
10,Niamatpur,2,14,3038,131
11,Patnitala,3,25,5450,185
12,Porsha,1,6,2270,170
13,Raninagar,2,14,8921,482
14,Sapahar,1,8,5787,45
15,Total,31,259,92988,3616
