,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,Naogaon,,,,,
2,,,,,,
3,  Upazila, Name of land/river/sea port, Name of Important or historical/tourist place/object,Name of important /famous crop or food production, Customer care service providers name of cell phone operator,Distance between district head quarter  upazila by road (km)
4,Atrai,-,Potisor,Paddy,"Grameen phone, Banglalink  Robi",32
5,Badalgachhi,-,Phar pur,Rice,"Grameen phone, Banglalink  Robi",16
6,Dhamoirhat,-,Alta dighee,"Zira , Rice","Grameen phone, Banglalink  Robi",60
7,Manda,-,Kusumba mosque,Rice,"Grameen phone, Banglalink  Robi",35
8,Mahadebpur,-,-,-,-,0
9,Naogaon sadar,-,Dobal hati Raj bari,Rice,"Grameen phone, Banglalink, Teletalk, Airtel  Robi",0
10,Niamatpur,-,-,Rice,"Grameen phone, Banglalink  Robi",50
11,Patnitala,-,Dibor dighee,Rice,"Grameen phone, Banglalink  Robi",39
12,Porsha,-,-,Rice,-,67
13,Raninagar,-,-,Rice,"Grameen phone, Banglalink  Robi",15
14,Sapahar,-,-,Rice,"Grameen phone, Banglalink, Airtel  Robi",60
