,0,1,2,3
0,Number of selected agricultural machine 2008,,,
1,,,,
2,Upazila,Number of power tiller,Tractor,Number of threshing machine
3,Bholahat,36,0,115
4,Chapai Nawabganj Sadar,241,12,935
5,Gomastapur,438,7,609
6,Nachole,244,0,462
7,Shibganj,408,4,870
8,Total,1367,23,2991
