,0,1,2,3,4
0,Number of wooden furniture and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Bholahat,20,40,80,120
4,Chapai Nawabganj Sadar,105,210,420,630
5,Gomastapur,50,100,200,300
6,Nachole,30,60,120,180
7,Shibganj,75,150,300,450
8,Total,280,560,1120,1680
