,0,1,2,3,4,5,6
0,"Area and production of papaya, guava, lime and lemon 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Papaya Area,Papaya Production,Guava Area,Guava Production,Lime and lemon Area,Lime and lemon Production
3,Gazipur Sadar,247,2392,333,800,321,650
4,Kaliakair,48,862,51,161,76,152
5,Kaliganj,46,512,126,546,52,53
6,Kapashia,44,258,116,399,74,221
7,Sreepur,87,2957,76,250,98,352
8,Total,472,6981,702,2156,621,1428
