,0,1,2,3
0,Length of embankment road  canal 2011,,,
1,(Kilometer),,,
2,Upazila,Embankment road,Canal,Others road
3,Bholahat,0,0,0
4,Chapai Nawabganj Sadar,11,16.97,39.54
5,Gomastapur,3,70,0
6,Nachole,0,0,0
7,Shibganj,15,23,10
8,Total,29,109.97,49.54
