,0,1,2,3,4,5
0,upazila,2008,2009,2010,2011,district
1,Bagerhat Sadar,Yes,Yes,Yes,No,Bagerhat
2,Kachua,Yes,Yes,Yes,No,Bagerhat
3,Rampal,Yes,Yes,Yes,No,Bagerhat
4,Sharonkhola,Yes,Yes,Yes,No,Bagerhat
5,Chitolmari,Yes,Yes,Yes,No,Bagerhat
6,Morrelgonj,Yes,Yes,Yes,No,Bagerhat
7,Mongla,Yes,Yes,Yes,No,Bagerhat
8,Mollahat,Yes,Yes,Yes,No,Bagerhat
9,Fakirhat,Yes,Yes,Yes,No,Bagerhat
10,Alikadam,No,No,No,No,Bandarban
11,Bandarban Sadar,No,No,No,No,Bandarban
12,Lama,No,No,No,No,Bandarban
13,Naikhongchhari,No,No,No,No,Bandarban
14,Rowangchhari,No,No,No,No,Bandarban
15,Ruma,No,No,No,No,Bandarban
16,Thanchi,No,No,No,No,Bandarban
17,Amtali,No,No,No,No,Barguna
18,Bamna,No,No,No,No,Barguna
19,Barguna Sadar,No,No,No,No,Barguna
20,Betagi,No,No,No,No,Barguna
21,Patharghata,Yes,Yes,Yes,Yes,Barguna
22,Akhaura,No,No,No,No,BrahmanBaria
23,Ashuganj,No,No,No,No,BrahmanBaria
24,Banchrampur,No,No,No,No,BrahmanBaria
25,Bijoynogor,No,No,No,No,BrahmanBaria
26,Brahmanbaria Sadar,No,No,No,No,BrahmanBaria
27,Kasba,No,No,No,No,BrahmanBaria
28,Nabinagar,No,No,Yes,Yes,BrahmanBaria
29,Nasirnagar,Yes,Yes,Yes,Yes,BrahmanBaria
30,Sarail,No,No,No,No,BrahmanBaria
31,Bholahat,No,No,No,No,Chapai_Nawabganj
32,Chapai Nawabganj Sadar,No,No,No,No,Chapai_Nawabganj
33,Gomastapur,No,No,No,No,Chapai_Nawabganj
34,Nachole,Yes,No,Yes,No,Chapai_Nawabganj
35,Shibganj,No,No,No,No,Chapai_Nawabganj
36,Anowara,No,No,No,No,Chittagong
37,Banshkhali,No,No,No,No,Chittagong
38,Boalkhali,No,No,No,No,Chittagong
39,Chandanaish,No,No,No,No,Chittagong
40,Chittagong City Corporation,Yes,Yes,Yes,Yes,Chittagong
41,Fatikchhari,No,No,No,No,Chittagong
42,Hathazari,No,No,No,No,Chittagong
43,Lohagara,No,No,No,No,Chittagong
44,Mirsharai,No,Yes,No,No,Chittagong
45,Patiya,No,No,No,No,Chittagong
46,Rangunia,No,No,No,No,Chittagong
47,Raozan,No,No,No,No,Chittagong
48,Sandwip,No,No,No,No,Chittagong
49,Satkania,No,No,No,No,Chittagong
50,Sitakunda,No,No,No,No,Chittagong
51,Adarsha Sadar,No,No,No,No,Comilla
52,Barura,No,No,No,No,Comilla
53,Brahmanpara,No,No,No,No,Comilla
54,Burichang,No,No,No,No,Comilla
55,Chandina,No,No,No,No,Comilla
56,Chauddagram,No,No,No,No,Comilla
57,Comilla Sadar Dakshin,No,No,No,No,Comilla
58,Daudkandi,No,No,No,No,Comilla
59,Debidwar,No,No,No,No,Comilla
60,Homna,No,No,No,No,Comilla
61,Laksam,No,No,No,No,Comilla
62,Monoharganj,No,No,No,No,Comilla
63,Meghna,No,No,No,No,Comilla
64,Muradnagar,No,No,No,No,Comilla
65,Nangalkot,No,No,No,No,Comilla
66,Titas,No,No,No,No,Comilla
67,Dhaka Metropolitan,Yes,Yes,Yes,Yes,Dhaka
68,Dhamrai,Yes,Yes,Yes,Yes,Dhaka
69,Dohar,Yes,Yes,Yes,Yes,Dhaka
70,Keraniganj,Yes,Yes,Yes,Yes,Dhaka
71,Nawabganj,Yes,Yes,Yes,Yes,Dhaka
72,Savar,Yes,Yes,Yes,Yes,Dhaka
73,Biral,No,No,No,No,Dinajpur
74,Birampur,No,No,No,No,Dinajpur
75,Birganj,No,No,No,No,Dinajpur
76,Bochaganj,No,No,No,No,Dinajpur
77,Chirirbandar,No,No,No,No,Dinajpur
78,Dinajpur Sadar,No,No,No,No,Dinajpur
79,Fulbari,No,No,No,No,Dinajpur
80,Ghoraghat,No,No,No,No,Dinajpur
81,Hakimpur,No,No,No,No,Dinajpur
82,Kaharole,No,No,No,No,Dinajpur
83,Khansama,No,No,No,No,Dinajpur
84,Nawabganj,No,No,No,No,Dinajpur
85,Parbatipur,No,No,No,No,Dinajpur
86,Fulchhari,No,No,No,No,Gaibandha
87,Gaibandha Sadar,No,No,No,No,Gaibandha
88,Gobindaganj,No,Yes,No,Yes,Gaibandha
89,Palashbari,No,No,No,No,Gaibandha
90,Sadullapur,No,No,Yes,No,Gaibandha
91,Saghata,No,No,No,No,Gaibandha
92,Sundarganj,No,No,No,No,Gaibandha
93,Gopalganj Sadar,No,No,No,No,Gopalgonj
94,Kashiani,No,No,No,No,Gopalgonj
95,Kotalipara,No,No,No,No,Gopalgonj
96,Muksudpur,No,No,No,No,Gopalgonj
97,Tungipara,Yes,No,No,No,Gopalgonj
98,Azmirigonj,No,No,No,No,Habiganj
99,Bahubal,No,No,No,No,Habiganj
100,Baniachang,No,No,No,No,Habiganj
101,Chunarughat,No,No,No,No,Habiganj
102,Habiganj Sadar,No,No,No,No,Habiganj
103,Lakhai,No,No,No,No,Habiganj
104,Madhabpur,No,No,No,No,Habiganj
105,Nabiganj,No,No,No,No,Habiganj
106,Bakshiganj,Yes,No,No,Yes,Jamalpur
107,Dewanganj,Yes,Yes,Yes,Yes,Jamalpur
108,Islampur,Yes,Yes,Yes,Yes,Jamalpur
109,Jamalpur Sadar,No,No,No,No,Jamalpur
110,Madarganj,Yes,Yes,Yes,Yes,Jamalpur
111,Melandaha,Yes,Yes,Yes,Yes,Jamalpur
112,Sarishabari,Yes,Yes,Yes,Yes,Jamalpur
113,Abhaynagar,No,No,No,No,Jessore
114,Bagherpara,No,No,No,No,Jessore
115,Chaugachha,No,No,No,No,Jessore
116,Jessore Sadar,No,No,No,No,Jessore
117,Jhikargachha,No,No,No,No,Jessore
118,Keshabpur,Yes,Yes,Yes,Yes,Jessore
119,Manirampur,Yes,Yes,Yes,Yes,Jessore
120,Sharsha,No,No,No,No,Jessore
121,Jhalakathi Sadar,No,No,No,No,Jhalakathi
122,Kanthalia,No,Yes,No,No,Jhalakathi
123,Nalchity,No,No,No,No,Jhalakathi
124,Rajpur,No,No,No,No,Jhalakathi
125,Akkelpur,No,No,No,No,Joypurhat
126,Joypurhat sadar,No,No,No,No,Joypurhat
127,Kalai,No,No,No,No,Joypurhat
128,Khetlal,No,No,No,No,Joypurhat
129,Panchbibi,No,No,No,No,Joypurhat
