,0,1,2,3,4,5,6,7
0,upazila,mosque,eidgah,temple_mandir,church_girza,pagoda,others,district
1,Bagerhat Sadar,515,41,116,1,0,0,Bagerhat
2,Chitolmari,262,57,174,0,0,0,Bagerhat
3,Fakirhat,168,48,84,0,0,0,Bagerhat
4,Kachua,202,62,44,0,0,0,Bagerhat
5,Mollahat,315,32,54,4,0,0,Bagerhat
6,Mongla,178,26,36,16,0,0,Bagerhat
7,Morrelgonj,618,12,110,0,0,0,Bagerhat
8,Rampal,204,89,68,2,0,0,Bagerhat
9,Sharonkhola,313,8,25,0,0,0,Bagerhat
10,Total,2775,375,711,23,0,0,Bagerhat
11,Alikadam,61,0,7,3,8,0,Bandarban
12,Bandarban Sadar,102,1,11,22,70,1,Bandarban
13,Lama,137,0,4,2,3,3,Bandarban
14,Naikhongchhari,85,1,2,0,41,0,Bandarban
15,Rowangchhari,10,0,3,49,10,0,Bandarban
16,Ruma,7,0,1,107,38,0,Bandarban
17,Thanchi,2,0,2,50,15,0,Bandarban
18,Total,456,3,37,234,255,4,Bandarban
19,Amtali,960,98,80,0,0,13,Barguna
20,Bamna,272,45,27,0,0,0,Barguna
21,Barguna Sadar,683,103,27,0,0,0,Barguna
22,Betagi,732,41,115,1,0,0,Barguna
23,Patharghata,458,68,56,1,0,0,Barguna
24,Total,3105,355,305,2,0,13,Barguna
25,Agailjhara,163,26,59,14,0,11,Barisal
26,Babuganj,488,86,69,2,0,0,Barisal
27,Bakerganj,898,31,129,1,0,0,Barisal
28,Banaripara,469,59,23,1,0,0,Barisal
29,Barisal city corporation,351,12,28,4,0,0,Barisal
30,Barisal Sadar,539,44,22,0,0,0,Barisal
31,Gaurnadi,457,62,120,7,0,6,Barisal
32,Hizla,362,40,15,0,0,0,Barisal
33,Mehendiganj,330,56,28,0,0,0,Barisal
34,Muladi,550,42,15,0,0,0,Barisal
35,Wazirpur,583,9,90,19,0,0,Barisal
36,Total,5190,467,598,48,0,17,Barisal
37,Bhola Sadar,963,32,49,0,0,0,Bhola
38,Burhanuddin,628,323,36,0,0,0,Bhola
39,Char Fasson,867,67,23,0,0,0,Bhola
40,Daulatkhan,221,3,8,0,0,0,Bhola
41,Lalmohan,508,50,23,0,0,0,Bhola
42,Manpura,130,52,15,0,0,0,Bhola
43,Tazumuddin,156,12,30,0,0,0,Bhola
44,Total,3473,539,184,0,0,0,Bhola
45,Adamdighi,298,79,72,0,0,0,Bogura
46,Bogra sadar,1001,127,35,1,0,0,Bogura
47,Dhunat,388,84,80,0,0,0,Bogura
48,Dhupchanchia,408,98,59,0,0,0,Bogura
49,Gabtali,485,91,22,0,0,0,Bogura
50,Kahaloo,462,118,85,0,0,0,Bogura
51,Nandigram,395,75,32,0,0,0,Bogura
52,Sariakandi,491,78,3,0,0,0,Bogura
53,Shajahanpur,443,65,56,0,0,0,Bogura
54,Sherpur,472,138,65,1,0,0,Bogura
55,Shibganj,980,165,60,0,0,15,Bogura
56,Sonatola,400,60,150,0,0,0,Bogura
57,Total,6223,1178,719,2,0,15,Bogura
58,Akhaura,178,95,0,0,0,,BrahmanBaria
59,Ashuganj,241,35,14,0,0,,BrahmanBaria
60,Banchrampur,528,112,4,0,0,,BrahmanBaria
61,Bijoynogor,205,40,12,0,0,,BrahmanBaria
62,Brahmanbaria Sadar,175,125,25,1,0,,BrahmanBaria
63,Kasba,501,109,6,0,0,,BrahmanBaria
64,Nabinagar,592,201,0,0,29,,BrahmanBaria
65,Nasirnagar,340,37,39,0,0,,BrahmanBaria
66,Sarail,232,26,5,0,0,,BrahmanBaria
67,Total,2992,780,105,1,29,,BrahmanBaria
68,Chandpur Sadar,626,256,74,3,0,1,Chandpur
69,Foridganj,589,258,11,1,0,0,Chandpur
70,Haimchar,288,87,15,0,0,0,Chandpur
71,Hajiganj,519,45,57,0,0,0,Chandpur
72,Kachua,539,167,60,0,0,0,Chandpur
73,Matlab Dakshin,265,45,36,0,0,0,Chandpur
74,Matlab Uttar,452,120,75,0,0,0,Chandpur
75,Shahrasti,410,51,5,0,0,0,Chandpur
76,Total,3688,1029,333,4,0,1,Chandpur
77,Bholahat,235,26,2,0,0,0,Chapai_Nawabganj
78,Chapai Nawabganj Sadar,1387,76,53,2,0,0,Chapai_Nawabganj
