,0,1,2,3,4,5,6,7
0,upazila,muslim,hindu,buddhist,christian,others,total,district
1,Bagerhat Sadar,219207,46547,561,4,70,266389,Bagerhat
2,Chitolmari,92739,46003,58,2,8,138810,Bagerhat
3,Fakirhat,104951,32628,57,0,153,137789,Bagerhat
4,Kachua,78645,18347,19,0,0,97011,Bagerhat
5,Mollahat,104335,26302,89,0,152,130878,Bagerhat
6,Mongla,102298,29426,4837,21,6,136588,Bagerhat
7,Morrelgonj,263332,31136,34,2,72,294576,Bagerhat
8,Rampal,123250,31253,448,10,4,154965,Bagerhat
9,Sharonkhola,109836,9232,12,4,0,119084,Bagerhat
10,Total,1198593,270874,6115,43,465,1476090,Bagerhat
11,Alikadam,26680,1655,15233,3657,2092,49317,Bandarban
12,Bandarban Sadar,39600,6862,33051,4511,4258,88282,Bandarban
13,Lama,77490,3018,20395,6628,1464,108995,Bandarban
14,Naikhongchhari,47903,494,12858,288,245,61788,Bandarban
15,Rowangchhari,2224,226,18889,4548,1377,27264,Bandarban
16,Ruma,1694,495,11326,11124,4459,29098,Bandarban
17,Thanchi,1496,387,11300,8577,1831,23591,Bandarban
18,Total,197087,13137,123052,39333,15726,388335,Bandarban
19,Amtali,253742,16020,985,11,44,270802,Barguna
20,Bamna,73634,5907,20,3,0,79564,Barguna
21,Barguna Sadar,242900,18293,91,34,25,261343,Barguna
22,Betagi,105513,11427,0,204,1,117145,Barguna
23,Patharghata,146863,17031,1,31,1,163927,Barguna
24,Total,822652,68678,1097,283,71,892781,Barguna
25,Agailjhara,82720,63175,3553,6,2,149456,Barisal
26,Babuganj,132884,7248,221,4,4,140361,Barisal
27,Bakerganj,282730,30093,983,36,3,313845,Barisal
28,Banaripara,125058,22790,338,1,1,148188,Barisal
29,Barisal city corporation,293155,31832,3228,57,6,388278,Barisal
30,Barisal Sadar,483218,40475,3238,72,14,527017,Barisal
31,Gaurnadi,158984,27869,1684,45,4,188586,Barisal
32,Hizla,142419,3654,3,0,1,146077,Barisal
33,Mehendiganj,289308,11681,13,21,23,301046,Barisal
34,Muladi,171485,3265,2,8,3,174775,Barisal
35,Wazirpur,171282,61446,2194,32,7,234959,Barisal
36,Total,2040088,271406,12227,80,64,2324310,Barisal
37,Bhola Sadar,416514,13967,4,33,2,430520,Bhola
38,Burhanuddin,222895,10947,0,18,0,233860,Bhola
39,Char Fasson,447298,9125,0,7,7,456437,Bhola
40,Daulatkhan,164735,3803,10,0,19,168567,Bhola
41,Lalmohan,273136,10726,20,6,1,283889,Bhola
42,Manpura,71985,4594,0,3,0,76582,Bhola
43,Tazumuddin,118934,8333,1,4,1,126940,Bhola
44,Total,1715497,61162,35,71,30,1776795,Bhola
45,Adamdighi,178640,16072,0,21,453,195186,Bogura
46,Bogra sadar,521303,33002,55,622,32,555014,Bogura
47,Dhunat,279796,12515,1,8,84,292404,Bogura
48,Dhupchanchia,162682,13933,0,6,57,176678,Bogura
49,Gabtali,300025,19558,0,0,5,319588,Bogura
50,Kahaloo,208315,14031,0,6,24,222376,Bogura
51,Nandigram,158288,22205,0,3,306,180802,Bogura
52,Sariakandi,264733,5955,1,1,29,270719,Bogura
53,Shajahanpur,278139,11557,42,41,25,289804,Bogura
54,Sherpur,301519,30726,9,81,490,332825,Bogura
55,Shibganj,361614,16811,2,73,200,378700,Bogura
56,Sonatola,177674,8968,5,1,130,186778,Bogura
57,Total,3192728,205333,115,863,1835,3400874,Bogura
58,Akhaura,136787,8423,0,3,2,145215,BrahmanBaria
59,Banchrampur,283635,14789,5,1,0,298430,BrahmanBaria
60,Bijoynogor,236913,20314,16,4,0,257247,BrahmanBaria
61,Brahmanbaria Sadar,485732,35809,278,80,95,521994,BrahmanBaria
62,Ashuganj,172249,8336,18,12,39,180654,BrahmanBaria
63,Kasba,305419,13756,12,1,33,319221,BrahmanBaria
64,Nabinagar,456666,36789,16,11,36,493518,BrahmanBaria
65,Nasirnagar,258593,50351,24,5,38,309011,BrahmanBaria
66,Sarail,291816,23332,20,1,39,315208,BrahmanBaria
67,Total,2627810,211899,389,118,282,2840498,BrahmanBaria
68,Chandpur Sadar,438807,26286,75,265,486,465919,Chandpur
69,Foridganj,377886,18630,5,73,89,396683,Chandpur
70,Haimchar,104862,4671,0,15,27,109575,Chandpur
71,Hajiganj,309177,21278,1,16,5,330477,Chandpur
72,Kachua,356729,25368,26,9,7,382139,Chandpur
73,Matlab Dakshin,188980,20973,0,40,57,210050,Chandpur
74,Matlab Uttar,272932,19123,0,1,1,292057,Chandpur
75,Shahrasti,219873,9222,3,4,16,229118,Chandpur
76,Total,2269246,162318,110,423,688,2416018,Chandpur
77,Bholahat,102403,882,2,0,14,103301,Chapai_Nawabganj
78,Chapai Nawabganj Sadar,507483,20644,3,1239,1223,530592,Chapai_Nawabganj
