,0,1,2,3,4,5,6,7
0,upazila,labour_mason,labour_helper_jogaly,labour_carpenter,labour_colour,labour_electric,labour_plumber,district
1,Bagerhat Sadar,350,200,300,350,400,450,Bagerhat
2,Kachua,300,200,220,350,410,400,Bagerhat
3,Rampal,280,200,250,200,260,260,Bagerhat
4,Sharonkhola,300,200,300,300,500,400,Bagerhat
5,Chitolmari,375,275,350,375,425,360,Bagerhat
6,Morrelgonj,400,250,350,350,300,450,Bagerhat
7,Mongla,400,200,300,300,300,300,Bagerhat
8,Mollahat,300,220,250,300,300,300,Bagerhat
9,Fakirhat,350,200,300,300,350,300,Bagerhat
10,Average,339,216,291,314,361,358,Bagerhat
11,Alikadam,450,300,450,450,400,500,Bandarban
12,Bandarban Sadar,400,300,400,350,500,400,Bandarban
13,Lama,400,300,400,400,500,500,Bandarban
14,Naikhongchhari,400,300,400,400,400,400,Bandarban
15,Rowangchhari,350,250,350,300,300,300,Bandarban
16,Ruma,300,250,300,350,400,0,Bandarban
17,Thanchi,450,300,400,500,0,0,Bandarban
18,Average,393,285,385,393,416,420,Bandarban
19,Amtali,350,250,350,350,500,350,Barguna
20,Bamna,400,225,350,300,300,450,Barguna
21,Barguna Sadar,350,250,350,350,500,300,Barguna
22,Betagi,350,220,350,400,500,350,Barguna
23,Patharghata,350,300,300,400,450,400,Barguna
24,Average,360,249,340,360,450,370,Barguna
25,Agailjhara,350,250,300,250,300,300,Barisal
26,Babuganj,350,250,300,250,310,300,Barisal
27,Bakerganj,400,300,400,400,500,400,Barisal
28,Banaripara,350,220,300,300,400,350,Barisal
29,Barisal city corporation,350,250,350,350,350,350,Barisal
30,Barisal Sadar,350,250,350,350,350,350,Barisal
31,Gaurnadi,350,250,350,400,400,400,Barisal
32,Hizla,350,250,300,350,400,300,Barisal
33,Mehendiganj,400,300,300,600,400,350,Barisal
34,Muladi,345,280,345,345,345,345,Barisal
35,Wazirpur,350,250,350,350,500,450,Barisal
36,Average,358,259,331,359,387,354,Barisal
37,Bhola Sadar,400,300,350,350,400,500,Bhola
38,Burhanuddin,400,250,350,400,450,500,Bhola
39,Char Fasson,400,250,300,500,500,500,Bhola
40,Daulatkhan,400,300,350,350,400,400,Bhola
41,Lalmohan,400,300,500,350,500,600,Bhola
42,Manpura,350,250,250,200,400,300,Bhola
43,Tazumuddin,350,300,300,300,300,350,Bhola
44,District Average,385,278,342,350,421,450,Bhola
45,Adamdighi,270,200,250,250,300,0,Bogura
46,Bogra sadar,350,250,350,350,400,400,Bogura
47,Dhunat,320,210,350,350,380,300,Bogura
48,Gabtali,300,180,200,280,250,300,Bogura
49,Dhupchanchia,270,200,300,300,300,270,Bogura
50,Kahaloo,350,250,350,300,400,500,Bogura
51,Nandigram,400,250,350,300,400,400,Bogura
52,Sariakandi,350,200,300,280,320,290,Bogura
53,Sherpur,400,300,350,300,350,400,Bogura
54,Shibganj,375,170,270,250,300,380,Bogura
55,Sonatola,400,250,300,300,350,300,Bogura
56,Shajahanpur,350,250,350,350,400,300,Bogura
57,Average,345,226,310,301,346,320,Bogura
58,Akhaura,400,300,400,300,400,500,BrahmanBaria
59,Ashuganj,350,220,375,400,400,400,BrahmanBaria
60,Banchrampur,400,200,350,350,450,500,BrahmanBaria
61,Bijoynogor,350,250,375,400,450,500,BrahmanBaria
