,0,1,2,3,4,5,6,7,8,9
0,upazila,total_population,all_disabilities,speech,vision,hearing,physical,mental,autistism,district
1,Bagerhat Sadar,266389,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Bagerhat
2,Chitolmari,138810,1.3,0.2,0.3,0.1,0.4,0.2,0.1,Bagerhat
3,Kachua,97011,1.4,0.2,0.2,0.2,0.6,0.2,0.1,Bagerhat
4,Mollahat,130878,1.6,0.2,0.3,0.1,0.6,0.2,0.1,Bagerhat
5,Mongla,136588,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Bagerhat
6,Morrelgonj,294576,2.3,0.3,0.5,0.2,1.1,0.2,0.1,Bagerhat
7,Fakirhat,137789,1.6,0.2,0.3,0.2,0.6,0.3,0.1,Bagerhat
8,Rampal,154965,2,0.2,0.4,0.2,0.9,0.2,0.1,Bagerhat
9,Sharonkhola,119084,2.2,0.2,0.5,0.2,0.9,0.2,0.1,Bagerhat
10,Total,1476090,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Bagerhat
11,Alikadam,108995,1.8,0.2,0.3,0.2,0.8,0.2,0.1,Bandarban
12,Bandarban Sadar,88282,1.1,0.2,0.2,0.1,0.4,0.1,0.1,Bandarban
13,Naikhongchhari,61788,1.6,0.2,0.3,0.2,0.5,0.2,0.1,Bandarban
14,Rowangchhari,27264,1.4,0.1,0.3,0.1,0.5,0.2,0.1,Bandarban
15,Ruma,29098,1.1,0.2,0.2,0.1,0.3,0.2,0.1,Bandarban
16,Thanchi,23591,1.8,0.4,0.3,0.3,0.4,0.3,0.1,Bandarban
17,Average,388335,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Bandarban
18,Amtali,270802,2,0.3,0.4,0.2,0.9,0.2,0.1,Barguna
19,Barguna Sadar,79564,2.1,0.3,0.4,0.2,0.9,0.2,0.1,Barguna
20,Bamna,261343,2.4,0.3,0.5,0.2,1,0.3,0.1,Barguna
21,Betagi,117145,1.8,0.2,0.3,0.2,0.8,0.2,0.1,Barguna
22,Patharghata,163927,2.3,0.3,0.5,0.2,1,0.2,0.1,Barguna
23,Total,892781,2.1,0.3,0.4,0.2,0.9,0.2,0.1,Barguna
24,Agailjhara,,,0.2,0.2,0.2,0.7,0.2,0.1,Barisal
25,Babuganj,,,0.2,0.3,0.1,0.4,0.1,0.1,Barisal
26,Bakerganj,,,0.2,0.2,0.1,0.5,0.1,0.1,Barisal
27,Banaripara,,,0.2,0.2,0.1,0.6,0.2,0.1,Barisal
28,Bhola Sadar,430520,1.4,0.2,0.3,0.1,0.6,0.1,0.1,Bhola
29,Burhanuddin,233860,1.5,0.3,0.3,0.1,0.6,0.2,0.1,Bhola
30,Char Fasson,456437,1.6,0.2,0.4,0.2,0.6,0.2,0.2,Bhola
31,Daulatkhan,168567,1.6,0.3,0.3,0.1,0.6,0.1,0.1,Bhola
32,Lalmohan,283889,1.2,0.2,0.3,0.1,0.5,0.1,0.1,Bhola
33,Manpura,76582,1.8,0.2,0.4,0.2,0.8,0.1,0.1,Bhola
34,Tazumuddin,126940,1.1,0.3,0.3,0.1,0.3,0.1,0.1,Bhola
35,Total,1776795,1.5,0.2,0.3,0.1,0.6,0.1,0.1,Bhola
36,Adamdighi,195186,1.9,0.2,0.3,0.2,0.9,0.2,0.1,Bogura
37,Bogra sadar,555014,1.5,0.2,0.4,0.1,0.6,0.2,0.1,Bogura
38,Dhunat,292404,1.7,0.2,0.4,0.2,0.7,0.2,0.1,Bogura
39,Dhupchanchia,176678,1.6,0.2,0.4,0.1,0.7,0.2,0.1,Bogura
40,Gabtali,319588,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Bogura
41,Kahaloo,222376,1.4,0.2,0.2,0.2,0.6,0.2,0.1,Bogura
42,Nandigram,180802,1.6,0.2,0.3,0.1,0.6,0.2,0.1,Bogura
43,Sariakandi,270719,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Bogura
44,Shajahanpur,378700,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Bogura
45,Sherpur,332825,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Bogura
46,Shibganj,186778,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Bogura
47,Sonatola,289804,1.1,0.2,0.2,0.1,0.4,0.2,0.1,Bogura
48,Total,3400874,18.2,2.4,3.8,1.7,7.2,2.4,1.2,Bogura
49,Akhaura,145215,1.3,0.2,0.2,0.1,0.5,0.1,0.1,BrahmanBaria
50,Ashuganj,180654,1,0.2,0.1,0.1,0.4,0.1,0.1,BrahmanBaria
51,Brahmanbaria Sadar,521994,1.1,0.2,0.2,0.1,0.4,0.1,0.1,BrahmanBaria
52,Banchrampur,298430,1.2,0.2,0.2,0.1,0.4,0.2,0.1,BrahmanBaria
53,Bijoynogor,257247,1.2,0.2,0.2,0.1,0.4,0.1,0.1,BrahmanBaria
54,Kasba,319221,1.1,0.2,0.2,0.1,0.4,0.1,0.1,BrahmanBaria
55,Nabinagar,493518,1.4,0.2,0.2,0.1,0.5,0.2,0.1,BrahmanBaria
56,Nasirnagar,309011,1.4,0.2,0.4,0.1,0.4,0.1,0.1,BrahmanBaria
57,Sarail,315208,1,0.2,0.2,0.1,0.4,0.1,0.1,BrahmanBaria
58,Total,2840498,1.2,0.2,0.2,0.1,0.4,0.1,0.1,BrahmanBaria
59,Kachua,382139,2.6,0.2,0.4,0.1,0.5,0.2,0.1,Chandpur
60,Chandpur Sadar,465919,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Chandpur
61,Foridganj,396683,1.4,0.3,0.2,0.1,0.5,0.2,0.1,Chandpur
62,Haimchar,109575,1,0.2,0.2,0.1,0.3,0.1,0.1,Chandpur
63,Hajiganj,330477,2.8,0.3,0.8,0.2,1.2,0.2,0.1,Chandpur
64,Matlab Dakshin,210050,1.7,0.2,0.4,0.1,0.7,0.2,0.1,Chandpur
65,Matlab Uttar,292057,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Chandpur
66,Shahrasti,229118,3.3,0.3,0.6,0.2,1.9,0.2,0.1,Chandpur
67,Total,2416018,15.4,1.9,3.1,1.1,6.1,1.5,0.8,Chandpur
68,Bholahat,103301,1.9,0.3,0.5,0.2,0.7,0.2,0.1,Chapai_Nawabganj
69,Chapai Nawabganj Sadar,530592,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Chapai_Nawabganj
70,Gomastapur,275823,1.3,0.2,0.2,0.1,0.6,0.2,0,Chapai_Nawabganj
71,Nachole,146627,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Chapai_Nawabganj
