,0,1,2,3,4,5,6,7,8,9
72,Shibganj,591178,1.3,0.2,0.3,0.1,0.6,0.2,0.1,Chapai_Nawabganj
73,Total,1647521,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Chapai_Nawabganj
74,Anowara,259022,1.9,0.2,0.4,0.1,0.8,0.3,0.1,Chittagong
75,Banshkhali,431162,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Chittagong
76,Boalkhali,223125,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Chittagong
77,Chandanaish,233017,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Chittagong
78,Chittagong City Corporation,2592439,0.9,0.1,0.1,0.1,0.4,0.1,0.1,Chittagong
79,Fatikchhari,526003,1.4,0.2,0.2,0.1,0.5,0.2,0.1,Chittagong
80,Hathazari,431748,1.3,0.1,0.2,0.1,0.5,0.2,0.1,Chittagong
81,Lohagara,279913,1.6,0.2,0.3,0.1,0.6,0.2,0.2,Chittagong
82,Mirsharai,398716,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Chittagong
83,Patiya,528120,1.5,0.2,0.3,0.1,0.5,0.2,0.1,Chittagong
84,Rangunia,339004,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Chittagong
85,Raozan,322840,1.4,0.2,0.2,0.1,0.5,0.2,0.1,Chittagong
86,Sandwip,278605,1.7,0.2,0.3,0.1,0.7,0.2,0.1,Chittagong
87,Satkania,384806,1.7,0.3,0.3,0.2,0.6,0.3,0.1,Chittagong
88,Sitakunda,387832,1.2,0.1,0.2,0.1,0.5,0.2,0.1,Chittagong
89,Total,7616352,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Chittagong
90,Alamdanga,,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Chuadanga
91,Chuadanga Sadar,,2,0.2,0.5,0.2,0.8,0.2,0.1,Chuadanga
92,Damurhuda,,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Chuadanga
93,Jibonnagar,,1.7,0.2,0.3,0.2,0.8,0.2,0.1,Chuadanga
94,Total,,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Chuadanga
95,Adarsha Sadar,532419,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Comilla
96,Barura,405118,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Comilla
97,Brahmanpara,204691,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Comilla
98,Burichang,301825,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Comilla
99,Chandina,350273,1.3,0.2,0.3,0.1,0.5,0.1,0.1,Comilla
100,Chauddagram,443648,1.4,0.2,0.2,0.1,0.5,0.2,0.1,Comilla
101,Comilla Sadar Dakshin,427391,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Comilla
102,Daudkandi,349910,1.1,0.2,0.2,0.1,0.4,0.1,0.1,Comilla
103,Debidwar,431352,1.3,0.2,0.2,0.1,0.5,0.1,0.1,Comilla
104,Homna,206386,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Comilla
105,Laksam,294719,1.5,0.2,0.3,0.1,0.7,0.2,0.1,Comilla
106,Monoharganj,244943,1.8,0.2,0.4,0.2,0.7,0.2,0.1,Comilla
107,Meghna,112453,0.8,0.2,0.1,0.1,0.3,0.1,0,Comilla
108,Muradnagar,523556,1.1,0.2,0.2,0.1,0.4,0.1,0.1,Comilla
109,Nangalkot,373987,1.6,0.3,0.3,0.1,0.6,0.2,0.1,Comilla
110,Titas,184617,1.3,0.2,0.3,0.1,0.5,0.1,0.1,Comilla
111,Total,5387288,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Comilla
112,Chakaria,474465,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Coxs_Bazar
113,Cox's Bazar Sadar,459082,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Coxs_Bazar
114,Kutubdia,125279,2,0.4,0.6,0.1,0.6,0.3,0.1,Coxs_Bazar
115,Moheshkhali,321218,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Coxs_Bazar
116,Pekua,171538,1.5,0.2,0.4,0.2,0.5,0.1,0.1,Coxs_Bazar
117,Ramu,266640,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Coxs_Bazar
118,Teknaf,264389,1.6,0.2,0.4,0.1,0.6,0.2,0.1,Coxs_Bazar
119,Ukhia,207379,1.3,0.2,0.2,0.1,0.4,0.1,0.1,Coxs_Bazar
120,Total,2289990,1.5,0.2,0.3,0.1,0.5,0.2,0.1,Coxs_Bazar
121,Dhaka Metropolitan,8906039,0.8,0.1,0.1,0,0.3,0.1,0.1,Dhaka
122,Dhamrai,412418,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Dhaka
123,Dohar,226439,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Dhaka
124,Keraniganj,794360,0.9,0.1,0.2,0.1,0.3,0.1,0.1,Dhaka
125,Nawabganj,318811,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Dhaka
126,Savar,1385910,0.7,0.1,0.1,0,0.3,0.1,0.1,Dhaka
127,Total,12043977,0.8,0.1,0.1,0.1,0.3,0.1,0.1,Dhaka
128,Biral,257925,1.3,0.2,0.2,0.1,0.6,0.1,0.1,Dinajpur
129,Birampur,170806,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Dinajpur
130,Birganj,317253,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Dinajpur
131,Bochaganj,16649,1.4,0.2,0.3,0.2,0.6,0.2,0,Dinajpur
132,Chirirbandar,292500,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Dinajpur
133,Dinajpur Sadar,176023,2,0.2,0.5,0.2,0.7,0.2,0.1,Dinajpur
134,Fulbari,117740,2.1,0.2,0.4,0.2,0.9,0.2,0.1,Dinajpur
135,Ghoraghat,92599,1.8,0.2,0.4,0.2,0.7,0.2,0.1,Dinajpur
136,Hakimpur,154432,1.5,0.2,0.2,0.2,0.6,0.2,0.1,Dinajpur
137,Kaharole,171764,1.3,0.2,0.2,0.1,0.5,0.1,0,Dinajpur
138,Khansama,484597,1.2,0.2,0.2,0.1,0.5,0.2,0,Dinajpur
139,Nawabganj,229337,1.8,0.2,0.4,0.2,0.7,0.2,0.1,Dinajpur
140,Parbatipur,365103,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Dinajpur
141,Total,2990128,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Dinajpur
142,Alfadanga,108302,3.4,0.3,1.2,0.4,1.1,0.2,0.1,Faridpur
143,Bhanga,259032,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Faridpur
144,Boalmari,256658,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Faridpur
145,Charbhadrashon,63477,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Faridpur
146,Faridpur Sadar,469410,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Faridpur
147,Madhukhali,204492,2.2,0.2,0.4,0.2,1.1,0.2,0.1,Faridpur
148,Nagarkanda,197898,1.8,0.2,0.3,0.2,0.7,0.2,0.2,Faridpur
149,Sadarpur,186254,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Faridpur
150,Saltha,167446,1.3,0.2,0.2,0.1,0.5,0.1,0.1,Faridpur
151,Total,1912969,1.6,0.2,0.3,0.1,0.6,0.2,0.1,Faridpur
152,Chhagalnaiya,187156,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Feni
153,Daganbhuiyan,254402,1.6,0.2,0.2,0.1,0.7,0.2,0.1,Feni
154,Feni Sadar,512646,1.4,0.2,0.2,0.1,0.7,0.2,0.1,Feni
155,Fulgazi,119558,1.2,1.2,0.2,0.1,0.5,0.2,0.1,Feni
156,Parshuram,101062,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Feni
157,Sonagazi,262547,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Feni
158,Total,1437371,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Feni
159,Fulchhari,165334,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Gaibandha
160,Gaibandha Sadar,437268,2.5,0.2,0.8,0.3,0.8,0.2,0.1,Gaibandha
161,Gobindaganj,514696,2,0.2,0.5,0.2,0.7,0.2,0.1,Gaibandha
162,Palashbari,244792,1.8,0.2,0.4,0.2,0.7,0.2,0.1,Gaibandha
163,Sadullapur,287426,2.2,0.2,0.5,0.2,0.9,0.2,0.1,Gaibandha
164,Saghata,267819,2.4,0.2,0.5,0.2,0.8,0.2,0.4,Gaibandha
165,Sundarganj,461920,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Gaibandha
166,Total,2379255,2,0.2,0.5,0.2,0.7,0.2,0.1,Gaibandha
167,Gazipur Sadar,1820374,0.7,0.1,0.1,0.1,0.3,0.1,0.1,Gazipur
168,Kaliakair,483308,1,0.1,0.2,0.1,0.4,0.1,0.1,Gazipur
169,Kaliganj,265276,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Gazipur
170,Kapashia,342162,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Gazipur
171,Sreepur,492792,1.2,0.1,0.2,0.1,0.5,0.2,0.1,Gazipur
172,Total,3403912,0.9,0.2,0.2,0.1,0.3,0.1,0.1,Gazipur
173,Gopalganj Sadar,344008,1.5,0.2,0.2,0.1,0.7,0.2,0.1,Gopalgonj
174,Kashiani,207615,1.5,0.2,0.3,0.1,0.6,0.1,0.1,Gopalgonj
175,Kotalipara,230493,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Gopalgonj
176,Muksudpur,289406,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Gopalgonj
177,Tungipara,100893,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Gopalgonj
178,Total,1172415,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Gopalgonj
179,Azmirigonj,112465,1.5,0.2,0.3,0.2,0.5,0.1,0.1,Habiganj
180,Bahubal,197997,1.5,0.2,0.3,0.2,0.5,0.2,0.1,Habiganj
181,Baniachang,332530,1.6,0.2,0.4,0.2,0.6,0.2,0.1,Habiganj
182,Chunarughat,302110,1.4,0.2,0.3,0.1,0.5,0.1,0.1,Habiganj
183,Habiganj Sadar,329093,1.3,0.2,0.3,0.1,0.4,0.2,0.1,Habiganj
184,Lakhai,148811,1.2,0.2,0.3,0.2,0.4,0.1,0.1,Habiganj
185,Madhabpur,319016,1.5,0.2,0.3,0.1,0.5,0.2,0.1,Habiganj
186,Nabiganj,345179,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Habiganj
187,Total,2089001,1.5,0.2,0.3,0.2,0.5,0.2,0.1,Habiganj
188,Bakshiganj,218930,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Jamalpur
189,Dewanganj,258133,1.4,0.2,0.2,0.1,0.4,0.2,0.1,Jamalpur
190,Islampur,298429,1.5,0.2,0.3,0.2,0.5,0.2,0.1,Jamalpur
191,Jamalpur Sadar,615072,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Jamalpur
192,Madarganj,263608,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Jamalpur
193,Melandaha,313182,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Jamalpur
194,Sarishabari,325320,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Jamalpur
195,Total,2292674,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Jamalpur
196,Abhaynagar,262434,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Jessore
197,Bagherpara,216897,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Jessore
198,Chaugachha,231370,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Jessore
199,Jessore Sadar,742898,1.1,0.2,0.2,0.1,0.5,0.2,0.1,Jessore
200,Jhikargachha,298908,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Jessore
201,Keshabpur,253291,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Jessore
202,Manirampur,417421,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Jessore
203,Sharsha,341328,1.7,0.2,0.3,0.2,0.8,0.2,0.1,Jessore
204,Total,2764547,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Jessore
205,Jhalakathi Sadar,216348,2.1,0.3,0.4,0.2,0.9,0.3,0.1,Jhalakathi
206,Kanthalia,124271,2.2,0.3,0.5,0.2,0.9,0.3,0.1,Jhalakathi
207,Nalchity,193556,1.9,0.2,0.4,0.2,0.8,0.2,0.1,Jhalakathi
208,Rajapur,148494,1.8,0.2,0.3,0.2,0.8,0.2,0.1,Jhalakathi
209,Total,682669,1.9,0.2,0.4,0.2,0.8,0.2,0.1,Jhalakathi
210,Harinakundu,197723,1.5,0.2,0.3,0.1,0.7,0.2,0.1,Jhenaidah
211,Jhenaidah Sadar,455932,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Jhenaidah
212,Kaliganj,282366,1.5,0.2,0.3,0.1,0.7,0.2,0.1,Jhenaidah
213,Kotchandpur,141121,1.7,0.2,0.2,0.1,0.8,0.2,0.1,Jhenaidah
214,Maheshpur,332514,1.9,0.2,0.4,0.2,0.8,0.2,0.1,Jhenaidah
215,Shailkupa,361648,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Jhenaidah
216,Total,1771304,1.6,0.2,0.3,0.1,0.7,0.2,0.1,Jhenaidah
217,Akkelpur,137619,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Joypurhat
218,Joypurhat sadar,289058,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Joypurhat
219,Kalai,143197,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Joypurhat
220,Khetlal,108326,2,0.2,0.5,0.2,0.7,0.2,0.1,Joypurhat
221,Panchbibi,235568,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Joypurhat
222,Total,913768,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Joypurhat
223,Dighinala,103392,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Khagrachori
224,Khagrachhari sadar,111833,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Khagrachori
225,Laxshmichhari,25994,1.7,0.3,0.3,0.2,0.6,0.3,0.1,Khagrachori
226,Mahalchhari,50757,1.3,0.1,0.3,0.2,0.5,0.1,0.1,Khagrachori
227,Manikchhari,61589,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Khagrachori
228,Matiranga,126477,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Khagrachori
229,Panchhari,62198,2.1,0.2,0.4,0.3,0.8,0.2,0.1,Khagrachori
230,Ramgarh,71677,1.7,0.2,0.4,0.2,0.7,0.2,0.1,Khagrachori
231,Total,613917,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Khagrachori
232,Austagram,152523,1.5,0.2,0.3,0.2,0.5,0.2,0.1,Kishoreganj
233,Bajitpur,248730,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Kishoreganj
234,Bhairab,298309,1.1,0.2,0.3,0.1,0.5,0.1,0.1,Kishoreganj
235,Hossainpur,183884,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Kishoreganj
236,Itna,164127,1.9,0.3,0.5,0.2,0.7,0.2,0.1,Kishoreganj
237,Karimganj,287807,1.8,0.2,0.4,0.2,0.6,0.2,0.1,Kishoreganj
238,Katiadi,314529,1.5,0.2,0.3,0.1,0.5,0.2,0.1,Kishoreganj
239,Kishoreganj Sadar,414208,1.6,0.2,0.4,0.2,0.6,0.2,0.1,Kishoreganj
240,Kuliar-char,182236,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Kishoreganj
241,Mithamain,122026,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Kishoreganj
242,Nikli,133729,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Kishoreganj
243,Pakundia,2550060,2,0.2,0.5,0.2,0.7,0.2,0.1,Kishoreganj
244,Tarail,159739,1.7,0.3,0.4,0.2,0.6,0.2,0.1,Kishoreganj
245,Total,2911907,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Kishoreganj
246,Bhurungamari,231538,1.9,0.3,0.3,0.2,0.8,0.2,0.1,Kurigram
247,Char Rajibpur,73373,1.2,0.2,0.3,0.1,0.4,0.1,0.1,Kurigram
248,Chilmari,122841,1.1,0.2,0.2,0.1,0.4,0.2,0.1,Kurigram
249,Kurigram Sadar,312408,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Kurigram
250,Nageshwari,394258,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Kurigram
251,Phulbari,160250,1.6,0.2,0.3,0.2,0.7,0.2,0.1,Kurigram
252,Rajarhat,182981,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Kurigram
253,Raumari,196417,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Kurigram
254,Ulipur,395207,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Kurigram
255,Total,2069273,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Kurigram
256,Bheramara,200084,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Kushtia
257,Daulatpur,456372,1.5,0.2,0.3,0.1,0.7,0.2,0.1,Kushtia
258,Khoksa,129555,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Kushtia
259,Kumarkhali,328457,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Kushtia
260,Kushtia Sadar,502255,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Kushtia
261,Mirpur,330115,1.3,0.2,0.2,0.1,0.6,0.2,0.1,Kushtia
262,Total,1946838,1.4,0.2,0.2,0.1,0.6,0.2,0.1,Kushtia
263,Kamalnagar,222915,1.2,0.2,0.2,0.1,0.5,0.1,0.1,Lakshmipur
264,Lakshmipur Sadar,684425,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Lakshmipur
265,Ramganj,285686,1.4,0.2,0.2,0.1,0.5,0.2,0.1,Lakshmipur
266,Ramgati,261002,1.1,0.2,0.2,0.1,0.4,0.1,0.1,Lakshmipur
267,Roypur,275160,1.4,0.2,0.3,0.1,0.6,0.2,0.1,Lakshmipur
268,Total,1729188,1.3,0.2,0.2,0.1,0.5,0.2,0.1,Lakshmipur
269,Aditmari,224796,1.8,0.2,0.4,0.2,0.6,0.2,0.1,Lalmonirhat
270,Hatibandha,233927,1.4,0.2,0.3,0.2,0.5,0.2,0.1,Lalmonirhat
271,Kaligonj,245595,1.7,0.2,0.3,0.2,0.6,0.2,0.1,Lalmonirhat
272,Lalmonirhat Sadar,333166,1.8,0.2,0.4,0.2,0.6,0.2,0.1,Lalmonirhat
273,Patgram,218615,1.6,0.2,0.3,0.2,0.6,0.2,0.1,Lalmonirhat
274,Total,1256099,1.7,0.2,0.4,0.2,0.6,0.2,0.1,Lalmonirhat
275,Kalkini,273258,1,0.2,0.2,0.1,0.3,0.1,0.1,Madaripur
276,Madaripur Sadar,345764,1,0.2,0.2,0.1,0.3,0.1,0.1,Madaripur
277,Rajoir,228710,1.9,0.2,0.6,0.2,0.7,0.2,0.1,Madaripur
278,Shibchar,318220,1.3,0.2,0.2,0.1,0.4,0.2,0.1,Madaripur
279,Total,1165952,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Madaripur
280,Magura Sadar,380107,1.1,0.2,0.2,0.1,0.5,0.2,0.1,Magura
281,Mohammadpur,207905,1.3,0.2,0.2,0.1,0.5,0.1,0.1,Magura
282,Shalikha,163658,1.1,0.2,0.2,0.1,0.4,0.2,0.1,Magura
283,Sreepur,166749,1.3,0.2,0.2,0.1,0.5,0.1,0.1,Magura
284,Total,918419,1.2,0.2,0.2,0.1,0.5,0.2,0.1,Magura
285,Daulotpur,167026,1.4,0.2,0.3,0.1,0.5,0.2,0.1,Manikganj
286,Gheor,146292,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Manikganj
287,Harinompur,139318,1.5,0.2,0.3,0.1,0.5,0.2,0.1,Manikganj
288,Manikganj Sadar,309413,1.5,0.2,0.3,0.2,0.6,0.2,0.1,Manikganj
289,Saturia,171494,1.5,0.2,0.3,0.1,0.5,0.2,0.1,Manikganj
290,Shibalaya,171873,1.5,0.2,0.3,0.1,0.7,0.2,0.1,Manikganj
291,Singair,287451,1.5,0.2,0.3,0.2,0.5,0.2,0.1,Manikganj
292,Total,1392867,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Manikganj
293,Mujibnagar,99143,1.8,0.2,0.3,0.1,0.9,0.2,0.1,Meherpur
294,Meherpur Sadar,256642,1.7,0.2,0.3,0.2,0.7,0.2,0.1,Meherpur
295,Total,655392,1.7,0.2,0.3,0.2,0.8,0.2,0.1,Meherpur
296,Barlekha,257620,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Moulvibazar
297,Juri,148958,1.9,0.3,0.4,0.2,0.7,0.2,0.1,Moulvibazar
298,Kamalganj,259130,1.5,0.2,0.3,0.2,0.5,0.2,0.1,Moulvibazar
299,Kulaura,360195,1.6,0.2,0.2,0.1,0.6,0.2,0.1,Moulvibazar
300,Moulvibazar Sadar,342468,1.4,0.2,0.2,0.1,0.5,0.2,0.1,Moulvibazar
301,Rajnagar,232666,1.5,0.2,0.3,0.1,0.6,0.2,0.1,Moulvibazar
302,Sreemangal,318025,1.3,0.2,0.3,0.1,0.5,0.2,0.1,Moulvibazar
