,0,1,2,3,4
0,Number of flour mill and person engaged 2011,,,,
1,,,,,
2, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Gazipur Sadar,21,10,27,37
4,Kaliakair,52,52,20,72
5,Kaliganj,5,10,5,15
6,Kapashia,16,6,16,22
7,Sreepur,10,12,20,32
8,Total,104,90,88,178
