,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Upazila,Class-I,Class-II,Class-III,Class-IV,"Number of
total employee"
2,Kushtia Sadar,37,30,398,108,573
3,Bheramara,37,31,417,154,639
4,Daulatpur,31,17,235,122,405
5,Khoksa,37,22,232,85,376
6,Kumarkhali,51,23,338,142,554
7,Mirpur,64,56,800,167,1089
8,Total,257,179,2420,778,3636
