,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,"
Upazila","
Number of mill",Number of loom (installed),Number of loom,Number of loom,Number of worker,Number of worker,Number of worker
2,"
Upazila","
Number of mill",Number of loom (installed),Operative,Non- operational,Permanent,Temporary,Total
3,Kushtia Sadar,2,0,0,0,278,252,530
4,Bheramara,0,0,0,0,0,0,0
5,Daulatpur,0,0,0,0,0,0,0
6,Khoksa,0,0,0,0,0,0,0
7,Kumarkhali,0,0,0,0,0,0,0
8,Mirpur,0,0,0,0,0,0,0
9,Total,2,0,0,0,278,252,530
