,0,1,2,3,4
0,Number of Agriculture holding by tenure,,,,
1,(According to Agriculture Census 2008),,,,
2,Upazila/City corporation,Total farm holding,Owner holding,Owner cum tenant,Tenant holding
3,Balaganj,25516,14200,10144,1172
4,Beanibazar,21299,15367,5445,487
5,Bishwanath,16541,25610,5911,3333
6,Companiganj,12118,7077,2821,3068
7,Dakhin surma,19022,14681,4001,340
8,Fenchuganj,7477,4865,2019,593
9,Golapganj,27312,19713,7455,144
10,Gowainghat,43371,31859,5892,5620
11,Jaintiapur,15709,11800,3227,682
12,Kanaighat,26343,19588,6119,636
13,Sylhet city corporation,0,0,0,0
14,Sylhet sadar,104951,73072,3858,28021
15,Zakiganj,37646,30951,5884,811
16,Total,357305,268783,62776,44907
