,0,1,2,3,4
0,Number of co-operative society and member 2011,,,,
1,,,,,
2,Upazila/City corporation,Number of co- operative society,Number of member Male,Number of member Female,Both sex
3,Balaganj,459,7774,2205,9979
4,Beanibazar,90,2400,300,2700
5,Bishwanath,223,3140,1320,4460
6,Companiganj,316,14765,4557,19322
7,Dakhin surma,95,4005,309,4314
8,Fenchuganj,176,2371,2000,4371
9,Golapganj,215,2777,1678,4455
10,Gowainghat,387,10739,2101,12840
11,Jaintiapur,159,6524,538,7062
12,Kanaighat,252,3040,2000,5040
13,Sylhet city corporation,186,13311,420,13731
14,Sylhet sadar,646,12661,3875,16536
15,Zakiganj,122,3826,2345,6171
16,Total,3326,87333,23648,110981
