,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,,,,,,(Wage in Taka)
3,Upazila/City corporation,Porter (coolee),Garden male labour,Garden female labour,Other labour (Adult),Other labour (Child)
4,Balaganj,300,250,150,200,100
5,Beanibazar,250,250,200,250,100
6,Bishwanath,400,250,200,300,50
7,Companiganj,250,250,200,300,100
8,Dakhin surma,300,250,200,250,150
9,Fenchuganj,200,300,250,200,100
10,Golapganj,350,200,150,180,120
11,Gowainghat,200,200,150,200,120
12,Jaintiapur,300,250,200,200,100
13,Kanaighat,200,250,200,200,100
14,Sylhet city corporation,300,200,150,200,100
15,Sylhet sadar,200,150,120,250,100
16,Zakiganj,250,200,150,250,80
17,District Average,269.231,230.769,200,229,101
