,0,1,2,3,4,5,6
0,"Area and production of pepper, onion and garlic 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Pepper,Pepper,Onion,Onion,Garlic,Garlic
3,Upazila,Area,Production,Area,Production,Area,Production
4,Bauphal,1775,490,24,22,261,221
5,Dashmina,3438,1100,62,18,140,280
6,Dumki,76,18,7,10,6,17
7,Galachipa,12500,4554,24,72,250,825
8,Kalapara,285,57,17,12,18,1050
9,Mirzaganj,258,181,26,30,20,14
10,Patuakhali Sadar,875,331,16,12,2217,17
11,Total,19207,6731,175,176,2911,2424
