,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,"
Upazila",Number of mill,Number of loom (installed),Number of loom,Number of loom,Number of worker,Number of worker,Number of worker
2,"
Upazila",Number of mill,Number of loom (installed),Operative,Non- operational,Permanent,Temporary,Total
3,Bauphal,0,0,0,0,0,0,0
4,Dashmina,0,0,0,0,0,0,0
5,Dumki,0,0,0,0,0,0,0
6,Galachipa,0,0,0,0,0,0,0
7,Kalapara,0,0,0,0,0,0,0
8,Mirzaganj,0,0,0,0,0,0,0
9,Patuakhali Sadar,1,121,82,39,75,325,400
10,Total,1,121,82,39,75,325,400
