,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,"
Upazila",Agricultural personnel,"Live-
stock personnel",Plant protection,Fishery personnel,Sanitary personnel,"Family
planning personnel",Trained midwife
2,Bauphal,55,9,45,391,31,291,19
3,Dashmina,22,8,4,160,36,112,17
4,Dumki,14,1,6,206,34,32,5
5,Galachipa,122,85,35,115,108,204,167
6,Kalapara,69,83,58,221,813,418,13
7,Mirzaganj,112,6,12,101,34,192,2
8,Patuakhali Sadar,171,28,52,367,120,115,38
9,Total,565,220,212,1561,1176,1364,261
