,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,,,,,,,
2, Upazila,Paddy,Paddy,Wheat,Wheat,Potato,Potato
3, Upazila,Total area,Irrigated area,Total area,Irrigated area,Total area,Irrigated area
4,Bauphal,62190,307,72,2,758,758
5,Dashmina,27858,16,27,0,340,340
6,Dumki,11968,249,16,0,23,23
7,Galachipa,107747,1844,29,0,1044,1044
8,Kalapara,77178,4131,42,0,194,194
9,Mirzaganj,24916,31,23,0,104,104
10,Patuakhali Sadar,51934,960,29,0,156,156
11,Total,363791,7537,238,2,2618,2618
