,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,"
Upazila","
Pond","
Dighee","
River flow",Flood camp/ shelter,Cyclone shelter,Stadium/ playground,"Park/ amusement
park"
2,Bauphal,3552,0,3,5,21,44,0
3,Dashmina,11866,2,2,100,8,2,1
4,Dumki,2109,114,2,0,6,24,0
5,Galachipa,45200,20,12,85,156,77,0
6,Kalapara,889,296,4,28,74,104,1
7,Mirzaganj,16730,8,2,0,8,19,0
8,Patuakhali Sadar,27800,20,2,0,27,87,2
9,Total,108146,460,27,218,300,357,4
