,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,Sherpur,,,,,,,,,,
2,,,,,,,,,,,
3,Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
4,Jhenaigati,1,6046,277,30,49,1,8,0,67,30
5,Nakla,1,714,0,90,42,2,6830,512,69,5
6,Nalitabari,1,3630,1294,58,29,0,0,0,0,0
7,Sherpur Sadar,3,13355,1821,304,109,3,7632,1150,207,106
8,Sreebardi,1,9693,613,211,34,1,11012,91,41,3
9,Total,7,33438,4005,693,263,7,25482,1753,384,144
