,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre) -  Upazila,(Area in acre) - Pond - Number,(Area in acre) - Pond - Area,(Area in acre) - Dighee - Number,(Area in acre) - Dighee - Area,(Area in acre) -  Other area,(Area in acre) -  Total area
3,Belabo,701,216,0,0,72,288
4,Manohardi,2781,908,0,0,41,155
5,Narsingdi Sadar,2015,926,0,0,514,1440
6,Palash,2063,614,1,20,474,1088
7,Roypura,1373,545,12,190,484,1219
8,Sibpur,1554,551,0,0,220,771
9,Total,10487,3759,13,210,1805,4961
