,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,,,,,,,,
2, Upazila, Current fallow,Temporary cropped area - Single,Temporary cropped area - Double,Temporary cropped area - Triple,Temporary cropped area - Net,Temporary cropped area - Gross,Productivity of crop
3,Chakaria,68,16104,12359,3391,31854,50995,160
4,Cox's Bazar Sadar,54,7210,7488,430,15128,23476,155
5,Kutubdia,87,2120,4412,408,6940,12168,175
6,Moheshkhali,170,11505,2990,1040,15535,20605,133
7,Pekua,149,4122,5414,1518,11054,19504,176
8,Ramu,195,15444,6362,2143,23949,34597,144
9,Teknaf,115,12007,1280,704,13991,16679,119
10,Ukhia,254,6043,5745,920,12708,20293,160
11,Total,1092,74555,46050,10554,131159,198317,151
