,0,1,2,3,4,5,6
0,Area and production of oil seed by type 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Rape  mustard Area,Rape  mustard Production,Ground nut Area,Ground nut Production,Til Area,Til Production
3,Akhaura,860,405,0,0,15,6
4,Ashuganj,478,14,30,21,18,5
5,Banchharampur,864,376,197,116,975,494
6,Bijoynagar,74,35,0,0,0,0
7,Brahmanbaria Sadar,1445,673,0,0,0,0
8,Kasba,360,159,0,0,66,18
9,Nabinagar,3218,1062,250,146,349,84
10,Nasirnagar,2690,1936,0,0,0,0
11,Sarail,572,256,0,0,0,0
12,Total,10561,4916,477,283,1423,607
