,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of institution,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Akhaura,2,15,10,25,530,1050,1580,63
4,Ashuganj,1,34,26,60,580,539,1119,19
5,Banchharampur,0,0,0,0,0,0,0,0
6,Bijoynagar,1,19,3,22,484,653,1137,52
7,Brahmanbaria Sadar,1,35,10,45,309,433,742,16
8,Kasba,0,0,0,0,0,0,0,0
9,Nabinagar,0,0,0,0,0,0,0,0
10,Nasirnagar,0,0,0,0,0,0,0,0
11,Sarail,0,0,0,0,0,0,0,0
12,Total,5,103,49,152,1903,2675,4578,30
