,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre) - Upazila,(Area in acre) - Pond - Number,(Area in acre) - Pond - Area,(Area in acre) - Dhighee - Number,(Area in acre) - Dhighee - Area,(Area in acre) - Other area,(Area in acre) - Total area
3,Bagerhat Sadar,5765,3576,4,535,48446,52557
4,Kachua,3649,1948,12,30,5900,10828
5,Rampal,19693,5236,6,2198,1295,10181
6,Sarankhola,720,90,16,42,32,959
7,Chitalmari,1747,336,0,0,15100,16687
8,Morrelgonj,12750,2655,0,0,2099,4754
9,Mongla,2312,60,9,23,31,301
10,Mollahat,1855,489,0,0,52,26140
11,Fakirhat,2078,402,4,4,9637,10043
12,Total,50569,14792,51,2832,82592,132450
