,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
3,Abhaynagar,2,9276,534,308,27,2,18959,803,137,31
4,Bagherpara,4,17950,1074,985,43,1,4105,130,44,2
5,Chaugachha,3,24532,1080,194,64,0,0,0,0,0
6,Jessore Sadar,13,107152,7114,1733,52,5,24838,1451,416,98
7,Jhikargachha,2,27569,16012,409,165,3,31030,1240,164,69
8,Keshabpur,3,29653,1315,852,19,1,1904,72,87,3
9,Manirampur,3,12000,41,408,68,1,9189,769,166,21
10,Sharsha,4,8942,588,669,88,1,7853,452,21,1
11,Total,34,237074,27758,5558,526,14,97878,4917,1035,225
