,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,Jessore,,,,,
2,(Wage in taka),,,,,
3,Upazila,Porter (coolee),Garden labour male,Garden female labour,Other labour (Adult),Other labour (Child)
4,Abhaynagar,300,250,150,200,100
5,Bagherpara,300,150,120,150,100
6,Chaugachha,200,200,120,140,70
7,Jessore Sadar,310,250,150,200,120
8,Jhikargachha,200,150,100,180,100
9,Keshabpur,250,150,90,150,60
10,Manirampur,300,250,200,250,100
11,Sharsha,250,180,130,160,120
12,Average,264,198,133,179,96
