,0,1,2,3,4,5,6,7,8
0,Area and production of pulse by type 2010-11,,,,,,,,
1,(Area in acre and production in metric ton),,,,,,,,
2,Upazila,Gram - Area,Gram - Production,Motor - Area,Motor - Production,Khesari - Area,Khesari - Production,Mash-kalai - Area,Mash-kalai - Production
3,Abhaynagar,10,3,39,12.4,81,26,23,8
4,Bagherpara,138,44,222,68,1186,500,32,13
5,Chaugachha,15,6,6,2,62,23,293,114
6,Jessore Sadar,141,57,27,11,140,68,171,69
7,Jhikargachha,41,16,30,11,174,77,82,33
8,Keshabpur,23,11,10,3.95,53,26,32,13
9,Manirampur,124,48,115,36,291,108,59,19
10,Sharsha,95,38,94,42,557,178,565,192
11,Total,587,223,543,186.35,2544,1006,1257,461
