,0,1,2,3,4,5,6
0,"Area and production of lentil (masur), mug and maize crops 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Lentil (Masur) - Area,Lentil (Masur) - Production,Mug - Area,Mug - Production,Maize - Area,Maize - Production
3,Abhaynagar,129,42,31,10,0,0
4,Bagherpara,3522,1528,27,8,0,0
5,Chaugachha,2700,926,19,8,44,88
6,Jessore Sadar,2415,978,102,38,3,5
7,Jhikargachha,3680,1472,2093,753,0,0
8,Keshabpur,434,223,11,4,8,13
9,Manirampur,2999,1254,18,6,2,450
10,Sharsha,2600,1040,3,1,29,58
11,Total,18479,7463,2304,828,86,614
