,0,1,2,3,4,5,6
0,Area and production of potato by type 2009-10,,,,,,
1,Jessore,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila,Potato - Area,Potato - Production,Sweet potato - Area,Sweet potato - Production,Total potato - Area,Total potato - Production
4,Abhaynagar,40,352,21,63.31,61,415
5,Bagherpara,189,1823,9,49,198,1871
6,Chaugachha,992,8387,15,95,1007,8462
7,Jessore Sadar,1613,17917,40,192,1653,19570
8,Jhikargachha,1970,23404,124,436,2094,23840
9,Keshabpur,1025,3819,12,40,1037,3859
10,Manirampur,1825,16658,85,295.37,1910,10954
11,Sharsha,1210,7863,17,85,1227,7948
12,Total,8864,80223,323,1255.68,9187,76919
