,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,Jessore,,,,
2,,,,,
3,(Production in metric ton) - Upazila,(Production in metric ton) - 2010-11 - Number,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Number,(Production in metric ton) - 2009-10 - Production
4,Abhaynagar,11579,7680,10567,7037
5,Bagherpara,8591,4336,8431,4103
6,Chaugachha,566,4763,571,6741
7,Jessore Sadar,670,360,650,325
8,Jhikargachha,380,12420,376,9923
9,Keshabpur,4549,6904,4549,6459
10,Manirampur,7622,19410,7615,14113
11,Sharsha,517,14553,674,12662
12,Total,34474,70426,33433,61363
