,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
3, Upazila,Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
4, Upazila,Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
5,Belabo,3,18774,3269,201,97,1,607,181,12,51
6,Manohardi,2,22868,4114,426,52,2,10066,612,111,13
7,Narsingdi Sadar,6,43151,4313,668,121,4,16256,2126,171,52
8,Palash,3,4113,583,357,92,2,6728,491,219,26
9,Roypura,3,18732,1120,277,63,4,17236,599,275,45
10,Sibpur,2,5645,304,85,43,2,17676,2702,202,30
11,Total,19,113283,13703,2014,468,15,68569,6711,990,217
