,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student by municipality 2011",,,,,,,,
1,Kishoreganj,,,,,,,,
2,,,,,,,,,
3, Municipality,Number of Inst.,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Austagram,0,0,0,0,0,0,0,0
5,Bajitpur,1,10,12,22,793,125,918,42
6,Bhairab,0,0,0,0,0,0,0,0
7,Hossainpur,1,26,7,33,1233,164,1397,42
8,Itna,0,0,0,0,0,0,0,0
9,Karimganj,1,14,2,16,592,245,837,52
10,Katiadi,0,0,0,0,0,0,0,0
11,Kishoreganj Sadar,1,14,9,23,206,178,384,17
12,Kuliar-char,0,0,0,0,0,0,0,0
13,Mithamain,0,0,0,0,0,0,0,0
14,Nikli,0,0,0,0,0,0,0,0
15,Pakundia,0,0,0,0,0,0,0,0
16,Tarail,0,0,0,0,0,0,0,0
17,Total,4,64,30,94,2824,712,3536,38
