,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,,,,,,,,
2, Upazila, Agricultural personnel, Live-stock personnel, Plant protection, Fishery personnel, Sanitary personnel,Family planning personnel, Trained Midwives
3,Austagram,63770,9,0,7300,153,45,0
4,Bajitpur,30000,8,3000,3000,100,82,18
5,Bhairab,0,0,0,0,0,0,0
6,Hossainpur,32,10,2,4,9,63,2
7,Itna,51500,56,587,42000,235,528,37
8,Karimganj,55145,12830,8340,5970,820,315,32
9,Katiadi,13076,200,3000,1370,200,50,30
10,Kishoreganj Sadar,60172,6126,36,19362,13,146,67
11,Kuliar-char,0,0,0,0,0,0,0
12,Mithamain,3452,12,2830,5023,50,20,24
13,Nikli,0,0,0,0,0,0,0
14,Pakundia,116787,17,542,450,140,82,19
15,Tarail,41384,15,0,1730,32,52,7
16,Total,435318,19283,18337,86209,1752,1383,236
