,0,1,2,3,4,5,6,7
0,"Number of municipality, union, mauza, mahalla and village 2011",,,,,,,
1,Kishoreganj,,,,,,,
2,(As per Population cenus 2011),,,,,,,
3,Upazila,Municipality,Ward(PSA),Mahalla,Union,Mauza,Village,Depopulated Mauza
4,Austagram,0,0,0,8,59,72,15
5,Bajitpur,1,9,28,11,84,188,2
6,Bhairab,1,12,29,7,32,84,5
7,Hossainpur,1,9,16,6,73,90,2
8,Itna,0,0,0,9,93,116,21
9,Karimganj,1,9,17,11,85,186,3
10,Katiadi,1,9,20,9,97,156,18
11,Kishoreganj Sadar,1,9,56,11,110,210,1
12,Kuliar-char,1,9,37,6,46,97,12
13,Mithamain,0,0,0,7,59,135,3
14,Nikli,0,0,0,7,43,125,8
15,Pakundia,1,9,25,9,97,150,19
16,Tarail,0,0,0,7,75,116,1
17,Total,8,75,228,108,953,1725,114
